"","Stock Name","Jurisdiction","FMP","Science Center","Regional Ecosystem","FSSI Stock?","ITIS Taxon Serial Number","Scientific Name","Common Name","Stock Area","Assessment Year","Assessment Month","Last Data Year","Update Type","Review Result","Assessment Model","Model Version","Lead Lab","Citation","Final Assessment Report 1","Final Assessment Report 2","Point of Contact","Life History Data","Abundance Data","Catch Data","Assessment Level","Assessment Frequency","Assessment Type","Model Category","Catch Input Data","Abundance Input Data","Biological Input Data","Ecosystem Linkage","Composition Input Data","F Year","Estimated F","F Unit","F Basis","Flimit","Flimit Basis","Fmsy","Fmsy Basis","F/Flimit","F/Fmsy","Ftarget","Ftarget Basis","F/Ftarget","B Year","Estimated B","B Unit","B Basis","Blimit","Blimit Basis","Bmsy","Bmsy Basis","B/Blimit","B/Bmsy","MSY","MSY Unit"
"1150","Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Y",934083,"Gadus chalcogrammus","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",2010,12,2010,"Full Update","Full acceptance","Custom SCAA","Programmed in ADMB","AFSC","Dorn, Martin, Kerim Aydin, Steven Barbeaux, Michael Guttormsen, Kally Spalinger, and Mark Wilkins.  2010.  Assessment of the walleye pollock stock in the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Gulf of Alaska, p. 53-156.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2010/GOApollock.pdf","Assessment of the Walleye Pollock Stock in the Gulf of Alaska",NA,"Martin Dorn",2,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,2009,44003,"Metric Tons","Total Catch",58590,"Fmsy",58590,"Catch at F35% Adjusted for B<B40%",0.750999987125397,0.750999987125397,43271,"TAC<=ABC",1.01699995994568,2010,198000,"Metric Tons","Mature Female Biomass",121000,"0.5*Bmsy",242000,"B35%",1.6360000371933,0.818000018596649,NA,NA
"1151","Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Y",934083,"Gadus chalcogrammus","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",2011,12,2011,"Full Update","Full acceptance","Custom SCAA","Programmed in ADMB","AFSC","Dorn, Martin, Kerim Aydin, Steven Barbeaux, Michael Guttormsen, Kally Spalinger, and Wayne Palsson.  2011.  Assessment of the walleye pollock stock in the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Gulf of Alaska, p. 51-159.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2011/GOApollock.pdf","Assessment of the Walleye Pollock Stock in the Gulf of Alaska",NA,"Martin Dorn",2,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,2010,76860,"Metric Tons","Total Catch",103210,"Fmsy",103210,"Catch at F35% Adjusted for B<B40%",0.745000004768372,0.745000004768372,77150,"TAC<=ABC",0.995999991893768,2011,238000,"Metric Tons","Mature Female Biomass",NA,NA,237000,"B35%",NA,1.00399994850159,NA,NA
"1152","Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Y",934083,"Gadus chalcogrammus","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",2012,12,2012,"Benchmark","Full acceptance","Custom SCAA","Programmed in ADMB","AFSC","Dorn, Martin, Kerim Aydin, Steven Barbeaux, Darin Jones, Kally Spalinger, and Wayne Palsson.  2012.  Assessment of the walleye pollock stock in the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Gulf of Alaska, p. 53-181.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2012/GOApollock.pdf","Assessment of the Walleye Pollock Stock in the Gulf of Alaska",NA,"Martin Dorn",2,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,2011,81307,"Metric Tons","Total Catch",118030,"Fmsy",118030,"Catch at F35% Adjusted for B<B40%",0.689000010490417,0.689000010490417,86970,"TAC<=ABC",0.935000002384186,2012,257000,"Metric Tons","Mature Female Biomass",129500,"0.5*Bmsy",259000,"B35%",1.98500001430511,0.991999983787537,NA,NA
"1153","Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Y",934083,"Gadus chalcogrammus","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",2013,12,2013,"Full Update","Full acceptance","Custom SCAA","Programmed in ADMB","AFSC","Dorn, Martin, Kerim Aydin, Darin Jones, Wayne Palsson, and Kally Spallinger.  2013.  Assessment of the walleye pollock stock in the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Gulf of Alaska, p. 53-158.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2013/GOApollock.pdf","Assessment of the Walleye Pollock Stock in the Gulf of Alaska",NA,"Dorn, Martin",2,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,2012,103991,"Metric Tons","Total Catch",143716,"Fmsy",143716,"Catch at F35% Adjusted for B<B40%",0.723999977111816,0.723999977111816,108440,"TAC<=ABC",0.958999991416931,2013,340000,"Metric Tons","Mature Female Biomass",NA,"NS1 definition",254000,"B35%",NA,1.33899998664856,NA,NA
"1154","Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Y",934083,"Gadus chalcogrammus","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",2014,12,2014,"Benchmark","Full acceptance","Custom SCAA","Programmed in ADMB","AFSC","Dorn, Martin, Kerim Aydin, Darin Jones, Wayne Palsson and Kally Spalinger.  2014.  Assessment of the Walleye Pollock Stock in the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Bering Sea/Aleutian Islands Regions, p. 53-170.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2014/GOApollock.pdf","Chapter 1: Assessment of the Walleye Pollock Stock in the Gulf of Alaska",NA,"Dorn, Martin",2,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,2013,96363,"Metric Tons","Total Catch",150817,"Fmsy",150817,"Catch at F35% Adjusted for B<B40%",0.638999998569489,0.638999998569489,113099,"TAC=<ABC",0.851999998092651,2014,297126,"Metric Tons","Mature Female Biomass",NA,NA,273000,"B35%",NA,1.0900000333786,NA,NA
"1155","Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Y",934083,"Gadus chalcogrammus","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",2015,12,2015,"Full Update","Full acceptance","Custom SCAA","Programmed in ADMB","AFSC","Dorn, Martin, Kerim Aydin, Darin Jones, Abigail McCarthy, Wayne Palsson and Kally Spalinger.  2015.  Assessment of the Walleye Pollock Stock in the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Bering Sea/Aleutian Islands Regions, p. 173-296.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2015/GOApollock.pdf","Assessment of the Walleye Pollock Stock in the Gulf of Alaska",NA,"Dorn, Martin",2,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,2014,142633,"Metric Tons","Total Catch",211998,"Fmsy",211998,"Catch at F35%",0.672999978065491,0.672999978065491,167657,"TAC=<ABC",0.851000010967255,2015,251000,"Metric Tons","Mature Female Biomass",131000,"0.5*Bmsy",262000,"B35%",1.91600000858307,0.958000004291534,NA,NA
"1156","Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Y",934083,"Gadus chalcogrammus","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",2016,12,2016,"Benchmark","Full acceptance","Custom SCAA","Programmed in ADMB","AFSC","Dorn, Martin, Kerim Aydin, Benjamin Fissel, Darin Jones, Wayne Palsson, Kally Spalinger, and Sarah Stienessen.  2016.  Assessment of the Walleye Pollock Stock in the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Bering Sea/Aleutian Islands Regions, p. 45-174.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2016/GOApollock.pdf","Assessment of the Walleye Pollock",NA,"Dorn, Martin",2,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,2015,0.209000006318092,"Fully Recruited F","F Rate for Fully Recruited Fish",0.330000013113022,"Fmsy",0.330000013113022,"F35% Estimated for 2015",0.633000016212463,0.633000016212463,NA,NA,NA,2016,217206,"Metric Tons","Mature Female Biomass",116768,"0.5*Bmsy",233536,"B35%",1.86000001430511,0.930000007152557,NA,NA
"1157","Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Y",934083,"Gadus chalcogrammus","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",2017,12,2017,"Full Update","Full acceptance","Custom SCAA","Programmed in ADMB","AFSC",NA,"SAFE for the Groundfish Resources off the Gulf of Alaska",NA,"Dorn, Martin",2,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,2016,0.208000004291534,"Fully Recruited F","F Rate for Fully Recruited Fish",0.28999999165535,"Fmsy",0.28999999165535,"F35% Estimated in 2015",0.717000007629395,0.717000007629395,NA,NA,NA,2017,258000,"Metric Tons","Mature Female Biomass",NA,"NS1 definition",209000,"B35%",NA,1.23399996757507,NA,NA
"1158","Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Y",934083,"Gadus chalcogrammus","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",2018,12,2018,NA,"Full acceptance","Custom SCAA","18.299999237060547","AFSC",NA,"Assessment of the Walleye Pollock Stock in the Gulf of Alaska",NA,"Martin Dorn",NA,NA,NA,NA,NA,"Operational",6,5,5,NA,2,5,2017,0.181999996304512,"Fully Selected F","F Rate for Fully Selected Fish",0.237000003457069,"Fmsy",0.237000003457069,"F35% Estimated for 2017",0.76800000667572,0.76800000667572,NA,NA,NA,2018,325544,"Metric Tons","Mature Female Biomass",NA,NA,194000,"B35%",NA,1.67799997329712,NA,NA
"1159","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2005,12,2005,"Full Update","Full acceptance","Survey Abundance","Visual Survey Index","AFSC","GOA Groundfish SAFE Report, Ch. 13","CHAPTER 13: ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK FOR 2006 IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA",NA,"Victoria O’Connell",2,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,2004,324,"Metric Tons","Total Catch",690,"Fmsy",690,"F35% as Catch",0.469999998807907,0.469999998807907,450,"TAC",0.720000028610229,2005,18508,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1160","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2006,12,2006,"Partial Update","Full acceptance","Survey Abundance","Visual Survey Index","AFSC",NA,"Demersal Shelf Rockfishes (Executive Summary)",NA,"Victoria O’Connell",2,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,2005,187,"Metric Tons","Total Catch",640,"Fmsy",640,"F35% as Catch",0.291999995708466,0.291999995708466,410,"TAC",0.456000000238419,2006,19558,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1161","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2007,12,2007,"Full Update","Full acceptance","Survey Abundance","Visual Survey Index","AFSC","http://www.afsc.noaa.gov/refm/docs/2007/GOAdsr.pdf","CHAPTER 14: ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK FOR 2007 IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA",NA,"Cleo Brylinsky",2,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,2006,205,"Metric Tons","Total Catch",650,"Fmsy",650,"F35% as Catch",0.314999997615814,0.314999997615814,410,"TAC = ABC",0.5,2008,18329,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1162","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2008,12,2008,"Partial Update","Full acceptance","Survey Abundance","Visual Survey Index","ADFG","p. 485-494 in GOA SAFE Report.  http://www.afsc.noaa.gov/refm/docs/2008/GOAdsr.pdf","Demersal Shelf Rockfishes (Executive Summary)",NA,"Cleo Brylinsky",2,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,2007,250,"Metric Tons","Total Catch",650,"Fmsy",650,"Catch at F35%",0.384999990463257,0.384999990463257,410,"TaC<=ABC",0.610000014305115,2009,17390,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1163","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2009,12,2009,"Full Update","Full acceptance","Survey Abundance","Visual Survey Index","ADFG","Brylinsky, Cleo, Jennifer Stahl, David Carlile, and Mike Jaenicke.  2009.  Assessment of the demersal shelf rockfish stock for 2010 in the Southeast Outside district of the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Gulf of Alaska, p. 1067-1109.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2009/GOAdsr.pdf","CHAPTER 14: ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK FOR 2010 IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA",NA,"Cleo Brylinsky",2,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,2008,195,"Metric Tons","Total Catch",611,"Fmsy",611,"Catch at F35%",0.319000005722046,0.319000005722046,382,"TAC=ABC",0.509999990463257,2009,17390,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1164","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2010,12,2010,"Partial Update","Full acceptance","Survey Abundance","Visual Survey Index","ADFG","Green, Kristen, David Carlile, Mike Jaenicke, Scott Meyer, and Jennifer Stahl.  2010.  Assessment of the demersal shelf rockfish stock in the Southeast Outside district of the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Gulf of Alaska, p. 589-595.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2010/GOAdsr.pdf","CHAPTER 14: ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA",NA,"Green, Kristen",2,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,2009,209,"Metric Tons","Total Catch",580,"Fmsy",580,"Catch at F35%",0.360000014305115,0.360000014305115,362,"TAC=ABC",0.577000021934509,2010,14321,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1165","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2011,12,2011,"Partial Update","Full acceptance","Survey Abundance","Visual Survey Index","ADFG","Green, Kristen, David Carlile, Mike Jaenicke, and Scott Meyer.  2011.  Assessment of the demersal shelf rockfish stock complex in the Southeast Outside district of the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Gulf of Alaska, p. 1193-1198.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2011/GOAdsr.pdf",NA,NA,"Green, Kristen",2,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,2010,128,"Metric Tons","Total Catch",472,"Fmsy",472,"Catch at F35%",0.270999997854233,0.270999997854233,295,"TAC=ABC",0.433999985456467,2011,14395,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1166","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2012,12,2012,"Partial Update","Full acceptance","Survey Abundance","Visual Survey Index","ADFG","Green, Kristen, David Carlile, Mike Jaenicke, and Scott Meyer.  2012.  Assessment of the demersal shelf rockfish stock complex in the Southeast Outside district of the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Gulf of Alaska, p. 609-615.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2012/GOAdsr.pdf","ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK COMPLEX IN THE SOUTHEAST OUTSIDE DISTR",NA,"Green, Kristen",2,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,2011,87,"Metric Tons","Total Catch",479,"Fmsy",479,"Catch at F35%",0.181999996304512,0.181999996304512,247,"TAC<=ABC",0.351999998092651,2012,14307,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1167","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2013,12,2013,"Benchmark","Full acceptance","Visual Survey Index","Random Effects Model","ADFG","Green, Kristen, Mike Jaenicke, and Scott Meyer.  2013.  Assessment of the demersal shelf rockfish stock complex in the Southeast Outside district of the Gulf of Alaska.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Gulf of Alaska, p. 981-996.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2013/GOAdsr.pdf","ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK COMPLEX IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA",NA,"Green, Kristen",2,1,5,1,3,NA,NA,NA,NA,NA,NA,NA,2012,176,"Metric Tons","Total Catch",467,"Fmsy",467,"Catch at F35%",0.377000004053116,0.377000004053116,240,"TAC<=ABC",0.732999980449677,2013,14588,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1168","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2014,12,2014,"Full Update","Full acceptance","Visual Survey Index","Random Effects Model","ADFG","Green, Kristen, Kray Van Kirk, Jennifer Stahl, Mike Jaenicke, Scott Meyer.  2014.  ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK COMPLEX IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Bering Sea/Aleutian Islands Regions, p. 751-838.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2014/GOAdsr.pdf","ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK COMPLEX IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA",NA,"Green, Kristen",2,1,5,1,3,NA,NA,NA,NA,NA,NA,NA,2013,212,"Metric Tons","Total Catch",487,"Fmsy",487,"F35% as Catch",0.435000002384186,0.435000002384186,249,"TAC=<ABC",0.851000010967255,2014,13274,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1169","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2015,12,2015,"Full Update","Full acceptance","Visual Survey Index","Random Effects Model","ADFG","Green, Kristen, Kray Van Kirk, Jennifer Stahl, Mike Jaenicke, Scott Meyer.  2015.  ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK COMPLEX IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Bering Sea/Aleutian Islands Regions, p. 1465-1496.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2015/GOAdsr.pdf","ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK COMPLEX IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA",NA,"Green, Kristen",2,1,5,1,3,NA,NA,NA,NA,NA,NA,NA,2014,98,"Metric Tons","Total Catch",438,"Fmsy",438,"Catch at F35%",0.224000006914139,0.224000006914139,224,"TAC=<ABC",0.437999993562698,2015,10933,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1170","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2016,12,2016,"Partial Update","Full acceptance","Visual Survey Index","Random Effects Model","ADFG","Olson, Andrew, Jennifer Stahl, Kray Van Kirk, Mike Jaenicke, and Scott Meyer.  2016.  ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK COMPLEX IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Gulf of Alaska, p. 565-608.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2016/GOAdsr.pdf","ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK COMPLEX IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA",NA,"Andrew Olson",2,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,2015,0.00999999977648258,"Exploitation Rate","Catch / Biomass",0.0320000015199184,"Fmsy",0.0320000015199184,"F35%",0.312999993562698,0.312999993562698,NA,NA,NA,2016,10347,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1171","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2017,12,2017,"Partial Update","Full acceptance","Visual Survey Index","Random Effects Model","ADFG","Olson, Andrew, Jennifer Stahl, Kray Van Kirk, Mike Jaenicke, and Scott Meyer.  2016.  ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK COMPLEX IN THE SOUTHEAST OUTSIDE DISTRICT OF THE GULF OF ALASKA.  In Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Gulf of Alaska, p. 565-608.  North Pacific Fishery Management Council, 605 W. 4th Avenue Suite 306, Anchorage, AK 99501.  http://www.afsc.noaa.gov/refm/docs/2016/GOAdsr.pdf","SAFE for the Groundfish Resources off the Gulf of Alaska",NA,"Andrew Olson",2,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,2016,0.0160000007599592,"Exploitation Rate","Catch / Available Biomass",0.319999992847443,"Fmsy",0.319999992847443,"F35%",0.0509999990463257,0.0509999990463257,NA,NA,NA,2017,10347,"metric tons","Total stock biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1172","Yelloweye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","N",166740,"Sebastes ruberrimus","Yelloweye rockfish","Gulf of Alaska",2018,12,2018,NA,"Full acceptance","Visual Survey Index","Random Effects Model","AFSC",NA,"ASSESSMENT OF THE DEMERSAL SHELF ROCKFISH STOCK COMPLEX IN THE SOUTHEAST OUTSIDE SUBDISTRICT OF THE GULF OF ALASKA",NA,"Andrew Olson",NA,NA,NA,NA,NA,"Operational",2,4,3,NA,2,2,2017,0.0179999992251396,"Exploitation Rate","Catch / Available Stock Biomass",0.0320000015199184,"Fmsy",0.0320000015199184,"F35%",0.546999990940094,0.546999990940094,NA,NA,NA,2018,11508,"Metric Tons","Total Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"1173","Chinook salmon - Eastern North Pacific Far North Migrating","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Eastern North Pacific Far North Migrating",2012,8,2011,"Full Update","Full acceptance",NA,NA,"ADFG","ADFG Status Report",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2011,1256139,"number of fish","catch",1327410,"Quota overage allowance",NA,NA,0.945999979972839,NA,1234800,"Chinook model",1.01699995994568,2011,1663185,"spawners (wild)","productive capacity",620876,"50% of productive capacity goal",1241753,"productive capacity goal",2.67899990081787,1.33899998664856,NA,NA
"1174","Chinook salmon - Eastern North Pacific Far North Migrating","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Eastern North Pacific Far North Migrating",2015,8,2014,"Full Update","Not Reviewed","PSC Chinook Model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2014,1385460,"number of fish","catch",1503710,"Quota overage allowance",NA,NA,0.921000003814697,NA,1398800,"Chinook model",0.990000009536743,2014,2504254,"spawners (wild)","productive capacity",649773,"50% of productive capacity goal",1299545,"productive capacity goal",3.85400009155273,1.92700004577637,NA,NA
